name,total_population,percent_of_pop_that_are_seniors_65,number_of_seniors_65,average_age_of_the_population,median_age_of_the_population,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_pop_living_alone,percent_of_pop_living_alone,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,number_of_pop_living_alone_i_e_1_person_household,average_household_size,number_of_owner_households,percent_of_owner_households,percent_of_renter_households,percent_of_households_living_in_core_housing_need,number_of_households_living_in_core_housing_need,percent_of_owner_households_in_core_housing_need,median_monthly_shelter_costs_for_owned_dwellings,average_monthly_shelter_costs_for_owned_dwellings,number_of_tenant_households,percent_of_tenant_households_living_in_subsidized_housing,percent_of_renter_households_in_core_housing_need,median_monthly_shelter_costs_for_rented_dwellings,average_monthly_shelter_costs_for_rented_dwellings,average_size_of_census_families,percent_of_census_families_that_are_one_parent_families,number_of_one_parent_families,percent_of_all_census_families_that_are_one_parent_families,average_number_of_children_in_census_families_with_children,average_after_tax_income_of_all_economic_families,average_after_tax_income_of_couple_with_children_economic_families,average_after_tax_income_of_one_parent_economic_families,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_pop_with_knowledge_of_neither_english_nor_french,number_of_people_with_knowledge_of_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,percent_of_pop_that_are_immigrants,number_of_immigrants,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,number_of_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,number_of_refugees,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,percent_in_the_labour_force_participation_rate,number_of_pop_in_labour_force,unemployment_rate,number_of_pop_unemployed,number_of_people_age_25_64_w_no_high_school_diploma_or_equivalent,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_youth_age_15_24,percent_of_of_pop_that_are_youth_age_15_24,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home
ons2022_manotick_3070_00000_1_7_percent,10375,0.22072289156626507,2290,44.2,48,375,0.11485451761102604,605,0.05831325301204819,69500,88300,8.4,67300,88200,5.9,445,0.0429122468659595,130,0.0611764705882353,220,0.036943744752308987,95,0.04139433551198257,600,2.7,3550,0.9293193717277487,0.07068062827225131,0.0388739946380697,145,2.6,1490,1978,270,13,22.4,1620,1860,2.9,0.07822085889570553,255,0.07822085889570553,1.8,166600,172000,103000,25,0.0024096385542168677,0.0038554216867469878,40,0.025554484088717456,265,0.013982642237222759,145,0.009161041465766635,95,0,0,0.16393442622950818,1700,0.00819672131147541,85,0.013493975903614458,0.14,140,0.11861137897782063,1230,0.6271676300578035,5425,0.10138248847926268,550,165,0.03235294117647059,4940,0.9686274509803922,4150,0.8137254901960784,2310,0.47384615384615386,375,0.07692307692307693,2360,0.921875,20,0.0078125,90,0.03515625,10,0.00390625,80,0.03125,0.033203125,1250,0.12048192771084337,365,0.03518072289156626
ons2022_marlborough_3071_00000_2_8_percent,2255,0.18181818181818182,410,42.8,45.6,100,0.14705882352941177,130,0.057649667405764965,52500,59750,13,50880,59050,9.1,125,0.05543237250554324,30,0.06521739130434782,60,0.04316546762589928,35,0.08641975308641975,125,2.7,760,0.9047619047619048,0.09523809523809523,0.06918238993710692,55,6.9,1340,1448,75,0,0,1120,1120,2.8,0.1276595744680851,90,0.1276595744680851,1.8,125600,137000,108000,0,0,0,0,0.03547671840354767,80,0,0,0.028824833702882482,65,0,0,0.07317073170731707,165,0,0,0,0,0,0.017738359201773836,40,0.6808510638297872,1280,0.0859375,110,80,0.06557377049180328,1140,0.9344262295081968,865,0.7090163934426229,365,0.31196581196581197,210,0.1794871794871795,755,0.937888198757764,15,0.018633540372670808,0,0,0,0,30,0.037267080745341616,0.08695652173913043,245,0.10864745011086474,60,0.026607538802660754
ons2022_mc_nab_braeside_3713_00000_3_0_percent,7585,0.22017139090309823,1670,44.4,47.6,370,0.1783132530120482,575,0.07580751483190508,46800,51400,16.5,45480,51200,12.2,420,0.05533596837944664,55,0.041353383458646614,255,0.05561613958560523,115,0.06906906906906907,575,2.5,2735,0.9011532125205931,0.09719934102141681,0.03741496598639456,110,3,1180,1320,300,0,10.3,1040,1020,2.7,0.10633946830265849,260,0.10633946830265849,1.7,110300,118000,74500,0,0,0,0,0.07246376811594203,550,0.04479578392621871,340,0.025032938076416336,190,0,0,0.04479578392621871,340,0.0013175230566534915,10,0.0013183915622940012,0.08333333333333333,10,0.011198945981554678,85,0.6294573643410852,4060,0.09482758620689655,385,305,0.0759651307596513,3705,0.9227895392278954,2575,0.6413449564134496,595,0.1619047619047619,705,0.19183673469387755,2940,0.9560975609756097,0,0,65,0.02113821138211382,0,0,75,0.024390243902439025,0.12032520325203253,770,0.1015161502966381,70,0.00922874093605801
ons2022_merivale_gardens_grenfell_glen_pineglen_country_place_3072_00000_1_1_percent,2950,0.3,885,48.3,52.4,135,0.16071428571428573,200,0.06779661016949153,64700,78500,10.6,64600,81900,7.8,95,0.03220338983050847,0,0,55,0.03426791277258567,0,0,200,2.6,1085,0.9517543859649122,0.05263157894736842,0.048672566371681415,55,4.7,1120,1588,60,0,0,1900,1850,2.8,0.10215053763440861,95,0.10215053763440861,1.7,154000,170000,114000,0,0,0.00847457627118644,25,0.01694915254237288,50,0.00847457627118644,25,0.00847457627118644,25,0,0,0.22203389830508474,655,0.011864406779661017,35,0.01694915254237288,0.14084507042253522,50,0.17966101694915254,530,0.566990291262136,1460,0.07876712328767123,115,55,0.041044776119402986,1285,0.9589552238805971,1090,0.8134328358208955,635,0.47388059701492535,160,0.11940298507462686,635,0.900709219858156,15,0.02127659574468085,20,0.028368794326241134,10,0.014184397163120567,15,0.02127659574468085,0.02127659574468085,355,0.12033898305084746,85,0.0288135593220339
ons2022_metcalfe_3073_00000_1_7_percent,5845,0.1454234388366125,850,41,43.6,235,0.12634408602150538,320,0.05474764756201882,53600,63000,10.2,51750,63350,7.6,280,0.04790419161676647,45,0.03461538461538462,175,0.04742547425474255,55,0.06432748538011696,315,2.7,1890,0.883177570093458,0.11448598130841121,0.05084745762711865,105,2.2,1620,1670,240,14.6,28.9,1210,1180,2.9,0.09668508287292818,175,0.09668508287292818,1.8,126800,140000,96000,15,0.0025684931506849314,0.004280821917808219,25,0.045337895637296836,265,0.020530367835757058,120,0.020530367835757058,120,0.001710863986313088,10,0.07014542343883662,410,0.00855431993156544,50,0.0051325919589392645,0.13333333333333333,30,0.05132591958939264,300,0.6851464435146444,3275,0.06412213740458016,210,235,0.07208588957055215,3035,0.9309815950920245,2240,0.6871165644171779,980,0.3202614379084967,405,0.1323529411764706,1945,0.9328537170263789,0,0,50,0.023980815347721823,0,0,75,0.03597122302158273,0.026378896882494004,665,0.11377245508982035,330,0.05650684931506849
ons2022_mississippi_mills_3405_00000_3_5_percent,14395,0.25008683570684265,3600,45.3,49.2,725,0.18831168831168832,1460,0.10142410559221952,48760,53100,16,46880,53450,12.1,910,0.0632163945814519,155,0.05938697318007663,490,0.05990220048899755,260,0.07212205270457697,1455,2.4,5030,0.8320926385442514,0.16790736145574855,0.045493562231759654,265,2.1,1290,1392,1005,15.4,16.8,1100,1208,2.7,0.10718232044198896,485,0.10718232044198896,1.8,111100,127000,72800,0,0,0,0,0.0399444251476207,575,0.02049322681486627,295,0.018409169850642584,265,0,0,0.07363667940257033,1060,0.009725599166377214,140,0.007294199374782911,0.19626168224299065,105,0.029871483153872874,430,0.6039279869067103,7380,0.07520325203252033,555,495,0.06776180698151951,6810,0.9322381930184805,5100,0.6981519507186859,2215,0.32454212454212455,945,0.13846153846153847,4230,0.9185667752442996,15,0.003257328990228013,240,0.05211726384364821,0,0,115,0.0249728555917481,0.06623235613463627,1315,0.09135116359847169,210,0.014588398749565822
ons2022_montague_3406_00000_0_5_percent,3895,0.19383825417201542,755,43.1,46,255,0.2318181818181818,285,0.07317073170731707,43880,47600,18.2,41400,46400,14.5,240,0.061696658097686374,30,0.04,125,0.05241090146750524,80,0.10596026490066225,285,2.6,1405,0.9335548172757475,0.06312292358803986,0.027777777777777776,40,2.2,1270,1328,100,0,0,1320,1400,2.8,0.11244979919678715,140,0.11244979919678715,1.8,103200,120000,77000,0,0,0,0,0.03598971722365039,140,0.02442159383033419,95,0.008997429305912597,35,0,0,0.056555269922879174,220,0.002570694087403599,10,0.0038510911424903724,0.13636363636363635,15,0.02313624678663239,90,0.6273006134969326,2045,0.07579462102689487,155,250,0.11764705882352941,1875,0.8823529411764706,1275,0.6,390,0.20689655172413793,325,0.1724137931034483,1450,0.9698996655518395,10,0.006688963210702341,25,0.016722408026755852,0,0,15,0.010033444816053512,0.12709030100334448,380,0.0975609756097561,70,0.01797175866495507
ons2022_munster_ashton_3075_00000_0_8_percent,3905,0.19590268886043533,765,43.2,46.4,165,0.14285714285714285,230,0.058898847631242,55300,65300,11.3,54400,66000,8.5,170,0.04353393085787452,45,0.05806451612903226,95,0.040169133192389,35,0.045454545454545456,230,2.7,1355,0.9312714776632303,0.06872852233676977,0.05434782608695652,75,5,1570,1708,100,0,0,1660,1640,2.9,0.07661290322580645,95,0.07661290322580645,1.7,129600,147000,73000,0,0,0.005121638924455826,20,0.03713188220230474,145,0.024327784891165175,95,0.011523687580025609,45,0,0,0.088348271446863,345,0.005121638924455826,20,0.010243277848911651,0.20512820512820512,40,0.04865556978233035,190,0.6424242424242425,2120,0.06839622641509434,145,120,0.05783132530120482,1950,0.9397590361445783,1520,0.7325301204819277,735,0.3712121212121212,300,0.15151515151515152,1185,0.9518072289156626,10,0.008032128514056224,10,0.008032128514056224,0,0,40,0.0321285140562249,0.040160642570281124,460,0.117797695262484,20,0.005121638924455826
ons2022_richmond_3074_00000_1_6_percent,8490,0.18492343934040048,1570,41.5,43.6,395,0.14602587800369685,565,0.06654888103651355,59600,72100,10.2,57750,70300,7.8,300,0.0353356890459364,50,0.024752475247524754,160,0.0326530612244898,85,0.054140127388535034,560,2.7,2800,0.8874801901743264,0.1109350237717908,0.05737704918032787,175,3.3,1600,1706,350,14.3,24.6,1230,1264,3,0.09746588693957114,250,0.09746588693957114,1.8,142600,147000,87000,0,0,0,0,0.030035335689045935,255,0.016489988221436984,140,0.012367491166077738,105,0,0,0.09540636042402827,810,0.01060070671378092,90,0.008244994110718492,0.14285714285714285,70,0.05830388692579505,495,0.6798245614035088,4650,0.07741935483870968,360,235,0.053837342497136315,4125,0.9450171821305842,3380,0.7743413516609393,1700,0.396732788798133,525,0.12252042007001167,2390,0.9281553398058252,45,0.017475728155339806,95,0.036893203883495145,10,0.003883495145631068,35,0.013592233009708738,0.04466019417475728,910,0.1071849234393404,210,0.024749558043606363
ons2022_navan_sarsfield_3076_00000_3_3_percent,2990,0.1806020066889632,540,42.2,44.8,110,0.11764705882352941,195,0.06521739130434782,52150,59000,11.8,50200,58100,9.2,205,0.06867671691792294,60,0.09302325581395349,80,0.0443213296398892,65,0.12037037037037036,195,2.7,915,0.8394495412844036,0.16055045871559634,0.08530805687203792,90,5.1,1240,1644,170,14.7,26.5,980,1080,3,0.07142857142857142,65,0.07142857142857142,2,126200,139000,58000,110,0.03678929765886288,0,0,0.05527638190954774,165,0.03350083752093802,100,0.020100502512562814,60,0,0,0.05360134003350084,160,0,0,0.011705685618729096,0.3888888888888889,35,0.06197654941373534,185,0.6557377049180327,1600,0.065625,105,135,0.08544303797468354,1445,0.9145569620253164,1000,0.6329113924050633,460,0.3087248322147651,225,0.15100671140939598,950,0.9223300970873787,20,0.019417475728155338,25,0.024271844660194174,0,0,25,0.024271844660194174,0.038834951456310676,325,0.10869565217391304,1045,0.3494983277591973
ons2022_new_edinburgh_3077_00000_3_6_percent,5285,0.26584673604541154,1405,46.8,48,315,0.27631578947368424,1040,0.1967833491012299,72200,91700,7.7,69600,89100,6,375,0.07102272727272728,75,0.09259259259259259,235,0.0766721044045677,60,0.0425531914893617,1040,2,1420,0.5338345864661654,0.4642857142857143,0.08949416342412451,230,2.5,1540,2008,1240,2,16.2,1500,1676,2.6,0.14285714285714285,220,0.14285714285714285,1.6,159800,168000,99000,35,0.006628787878787879,0.006628787878787879,35,0.021780303030303032,115,0.00946969696969697,50,0.013257575757575758,70,0,0,0.23295454545454544,1230,0.02462121212121212,130,0.013245033112582781,0.08484848484848485,70,0.14962121212121213,790,0.6157158234660925,2860,0.07867132867132867,225,50,0.018148820326678767,2710,0.9836660617059891,2510,0.911070780399274,1500,0.5703422053231939,115,0.043726235741444866,645,0.5707964601769911,110,0.09734513274336283,215,0.1902654867256637,85,0.0752212389380531,85,0.0752212389380531,0.022123893805309734,475,0.08987701040681173,820,0.1553030303030303
ons2022_north_algona_wilberforce_3714_00000_3_7_percent,3075,0.24878048780487805,765,46.8,52.4,115,0.1513157894736842,290,0.0943089430894309,40680,42120,21.6,39160,42200,17,385,0.125,70,0.14432989690721648,200,0.1095890410958904,105,0.13815789473684212,290,2.4,1150,0.888030888030888,0.11196911196911197,0.056910569105691054,70,4.6,740,1014,145,0,17.2,960,920,2.7,0.085,85,0.085,1.7,93800,110000,72000,0,0,0,0,0.08766233766233766,270,0.056818181818181816,175,0.027597402597402596,85,0,0,0.04383116883116883,135,0,0,0,0,0,0.01461038961038961,45,0.5570093457943925,1490,0.12080536912751678,180,235,0.1407185628742515,1435,0.8592814371257484,995,0.5958083832335329,195,0.14885496183206107,190,0.1450381679389313,1055,0.9590909090909091,0,0,25,0.022727272727272728,0,0,25,0.022727272727272728,0.09545454545454546,245,0.07967479674796749,0,0
ons2022_north_dundas_3803_00000_1_5_percent,11100,0.1945945945945946,2160,42.7,44.4,645,0.2015625,1140,0.10270270270270271,45640,49480,16.6,43160,48880,13.3,835,0.07522522522522522,170,0.0752212389380531,375,0.0561377245508982,285,0.13194444444444445,1145,2.5,3700,0.8149779735682819,0.18502202643171806,0.04470588235294118,190,2.9,1270,1312,820,11,10.7,950,1010,2.8,0.13056379821958458,440,0.13056379821958458,1.8,104500,112000,70400,35,0.003153153153153153,0.0013513513513513514,15,0.03061683926159388,340,0.014858171994597028,165,0.012156686177397569,135,0,0,0.054930211616389016,610,0.0031517334533993696,35,9.009009009009009e-4,0.03333333333333333,10,0.020261143628995948,225,0.6494284158954817,5965,0.07041072925398156,420,705,0.1175,5295,0.8825,3670,0.6116666666666667,1325,0.23895401262398558,870,0.15689810640216412,3895,0.9251781472684085,25,0.0059382422802850355,185,0.043942992874109264,40,0.009501187648456057,70,0.0166270783847981,0.0855106888361045,1030,0.09279279279279279,455,0.04099099099099099
ons2022_north_glengarry_3804_00000_2_2_percent,9900,0.25606060606060604,2535,46.5,50.4,610,0.2364341085271318,1375,0.1388888888888889,38600,39080,23.8,36760,39200,19.4,1435,0.14494949494949494,245,0.14497041420118342,690,0.12147887323943662,495,0.1952662721893491,1375,2.2,3450,0.7805429864253394,0.22058823529411764,0.04096385542168675,170,3,830,1029,975,14.9,8.4,860,898,2.7,0.13898305084745763,410,0.13898305084745763,1.8,88300,103000,65200,375,0.03787878787878788,0,0,0.03636363636363636,360,0.019696969696969695,195,0.015656565656565657,155,0,0,0.05808080808080808,575,0.00202020202020202,20,0.00202020202020202,0.07407407407407407,20,0.023232323232323233,230,0.5940070505287897,5055,0.076162215628091,385,755,0.15084915084915085,4250,0.8491508491508492,2660,0.5314685314685315,955,0.20471596998928188,555,0.1189710610932476,3315,0.8947368421052632,25,0.006747638326585695,265,0.07152496626180836,10,0.002699055330634278,90,0.024291497975708502,0.09986504723346828,970,0.09797979797979799,3075,0.3106060606060606
ons2022_north_gower_kars_3078_00000_0_9_percent,4995,0.1881881881881882,940,41.7,44,210,0.12962962962962962,265,0.05305305305305305,54550,62350,12,53300,62650,8.7,155,0.031,35,0.03111111111111111,80,0.027303754266211604,45,0.047619047619047616,265,2.8,1610,0.8994413407821229,0.1005586592178771,0.05491329479768786,95,3.2,1460,1510,175,14.3,26.5,1080,1100,3,0.0915032679738562,140,0.0915032679738562,1.9,132000,145000,94000,0,0,0,0,0.029,145,0.013,65,0.01,50,0.003,15,0.074,370,0.006,30,0.003003003003003003,0.08108108108108109,15,0.041,205,0.6768665850673194,2765,0.07233273056057866,200,120,0.046511627906976744,2465,0.9554263565891473,1925,0.7461240310077519,925,0.36062378167641324,355,0.13840155945419103,1515,0.9294478527607362,20,0.012269938650306749,70,0.04294478527607362,0,0,20,0.012269938650306749,0.03067484662576687,555,0.1111111111111111,155,0.031
ons2022_north_grenville_3501_00000_2_2_percent,17810,0.20802919708029197,3705,43.5,46,955,0.18507751937984496,1445,0.0811341942728804,49200,54550,14.6,47400,54400,11.1,920,0.05167087896658242,165,0.04602510460251046,520,0.049476688867745006,235,0.06334231805929919,1445,2.5,6175,0.8777540867093105,0.12295664534470505,0.07474600870827286,515,4.6,1420,1472,865,6.4,28.6,1350,1348,2.8,0.11361587015329125,630,0.11361587015329125,1.8,114100,132000,80800,0,0,5.616399887672002e-4,10,0.028362819432743613,505,0.014883459702330806,265,0.012075259758494805,215,0,0,0.07132827857343443,1270,0.003089019938219601,55,0.005334081976417743,0.15702479338842976,95,0.033979219320415616,605,0.6346218487394958,9440,0.07574152542372882,715,675,0.07192328183271178,8715,0.9286094832179009,6465,0.688865210442195,2695,0.30905963302752293,1200,0.13761467889908258,5675,0.9450457951706911,15,0.002497918401332223,170,0.028309741881765195,25,0.004163197335553705,115,0.019150707743547043,0.07077435470441298,1780,0.09994385176866928,330,0.018534119629317607
ons2022_north_stormont_3805_00000_1_7_percent,7325,0.15290102389078497,1120,39.6,39.2,425,0.18930957683741648,610,0.08327645051194539,43200,46360,17.1,41520,46640,12.8,690,0.09419795221843004,160,0.0935672514619883,350,0.07777777777777778,175,0.15625,610,2.6,2375,0.8333333333333334,0.16666666666666666,0.05065666041275797,135,3.2,1120,1202,465,8.6,14.3,950,952,2.9,0.11818181818181818,260,0.11818181818181818,1.9,97900,107000,71500,165,0.022525597269624574,0,0,0.04641638225255973,340,0.022525597269624574,165,0.020477815699658702,150,0,0,0.051194539249146756,375,0.0061433447098976105,45,0.0027303754266211604,0.08888888888888889,20,0.019795221843003412,145,0.6762956669498725,3980,0.059045226130653265,235,455,0.11389236545682102,3540,0.886107634543179,2415,0.60450563204005,940,0.25066666666666665,500,0.13333333333333333,2645,0.9412811387900356,0,0,105,0.037366548042704624,10,0.0035587188612099642,50,0.017793594306049824,0.099644128113879,770,0.10511945392491467,1440,0.19658703071672354
ons2022_old_barrhaven_east_3079_00000_2_0_percent,23825,0.10283315844700944,2450,37.3,37.2,2030,0.230028328611898,1330,0.055823714585519414,49120,56050,12.6,45920,54850,8.1,1410,0.05918153200419727,460,0.08084358523725835,755,0.048135160981829773,195,0.07942973523421588,1330,2.9,6385,0.7843980343980343,0.2156019656019656,0.08089607965152458,650,5.8,1600,1572,1760,10.5,16.5,1860,1746,3.1,0.1837638376383764,1245,0.1837638376383764,1.8,119700,129000,85600,105,0.00440713536201469,0.02329485834207765,555,0.022455403987408185,535,0.011752360965372508,280,0.009653725078698846,230,6.295907660020986e-4,15,0.3374606505771249,8040,0.05603357817418678,1335,0.06107030430220357,0.20378151260504201,1455,0.44868835257082895,10690,0.7187337830825117,13850,0.10722021660649819,1485,760,0.05759757483895415,12435,0.9424024251610459,10210,0.7737779461917393,5085,0.4110751818916734,1090,0.08811641067097817,5840,0.8071872840359364,785,0.10850034554250172,270,0.03731859018659295,60,0.0082930200414651,280,0.038700760193503804,0.0608154803040774,3630,0.15236096537250787,1145,0.04805876180482686
ons2022_old_barrhaven_west_3080_00000_1_1_percent,22415,0.14008476466651795,3140,39.2,40,1465,0.1868622448979592,1210,0.05398170867722507,51750,59350,11.9,50440,59900,8,1125,0.050189605175105956,415,0.08027079303675048,605,0.04289259127968805,110,0.03508771929824561,1215,2.9,6970,0.8895979578813018,0.11040204211869815,0.051646223369916075,400,3.2,1580,1588,870,4.6,20.7,1860,1812,3,0.1361926260346125,905,0.1361926260346125,1.9,123400,136000,83000,130,0.005799687709123355,0.012937764889582868,290,0.0249832701316083,560,0.012268570153914788,275,0.009591791211242472,215,0.0013383894713361588,30,0.22128039259424492,4960,0.031229087664510373,700,0.03546732099040821,0.18928571428571428,795,0.2995761766674102,6715,0.6739190305700908,12235,0.1058438904781365,1295,570,0.04699093157460841,11560,0.9530090684253916,9180,0.7568013190436933,4555,0.41655235482395975,995,0.09099222679469593,5385,0.8486997635933806,460,0.07249802994483845,255,0.04018912529550828,50,0.007880220646178092,200,0.03152088258471237,0.05200945626477541,2885,0.1287084541601606,885,0.03948248940441668
ons2022_old_hunt_club_3081_00000_2_4_percent,16455,0.1981160741415983,3260,41.1,39.6,1560,0.2878228782287823,1545,0.09389243391066546,49120,54900,16.2,46200,55350,11.5,1675,0.10176184690157959,580,0.1698389458272328,830,0.08482370975983648,275,0.0843558282208589,1545,2.6,3945,0.61640625,0.38359375,0.11853619729514718,745,5.8,1360,1502,2450,27.3,21.8,1240,1318,3,0.1976112920738328,910,0.1976112920738328,1.9,113200,117000,78600,225,0.013673655423883319,0.015192950470981464,250,0.028250303766707167,465,0.01488456865127582,245,0.011543134872417983,190,9.113001215066828e-4,15,0.33991494532199273,5595,0.05741190765492102,945,0.08143421452446065,0.2812172088142707,1340,0.42284325637910086,6960,0.6094609460946094,8310,0.1161251504211793,965,600,0.07220216606498195,7710,0.927797833935018,6145,0.7394705174488568,2730,0.37168141592920356,770,0.10483321987746766,3685,0.8010869565217391,595,0.12934782608695652,130,0.02826086956521739,25,0.005434782608695652,155,0.03369565217391304,0.04782608695652174,2065,0.1254937708903069,1485,0.0902461257976299
ons2022_old_ottawa_east_3082_00000_4_2_percent,8420,0.14429928741092637,1215,39.1,35.6,295,0.1826625386996904,1245,0.14786223277909738,62900,80000,7.8,58400,77400,5.1,1125,0.1336104513064133,65,0.05485232067510549,970,0.1611295681063123,85,0.07024793388429752,1245,2.1,1955,0.49619289340101524,0.5025380710659898,0.09392265193370165,340,2.8,1740,2056,1980,4,17,1360,1436,2.7,0.1016548463356974,215,0.1016548463356974,1.6,154000,182000,94000,85,0.010101010101010102,0.004753416518122401,40,0.021971496437054632,185,0.00831353919239905,70,0.010095011876484561,85,0.0023752969121140144,20,0.2001187648456057,1685,0.05285035629453682,445,0.027315914489311165,0.17164179104477612,230,0.29275534441805223,2465,0.6929824561403509,5135,0.10223953261927946,525,125,0.026624068157614485,4570,0.9733759318423855,4105,0.8743343982960596,2455,0.5331161780673181,250,0.05428881650380022,1145,0.5362997658079626,460,0.2154566744730679,310,0.1451990632318501,140,0.06557377049180328,80,0.03747072599531616,0.03747072599531616,1505,0.17874109263657958,865,0.10279263220439691
ons2022_old_ottawa_south_3083_00000_3_5_percent,6430,0.1547433903576983,995,40.2,41.6,320,0.1628498727735369,590,0.09175738724727839,72700,92800,6.7,68700,88200,4.7,315,0.048989113530326596,65,0.048507462686567165,200,0.04884004884004884,50,0.05025125628140704,590,2.6,1830,0.7247524752475247,0.2732673267326733,0.054878048780487805,135,1.7,1760,2048,690,10.1,16.2,1550,1704,3,0.13370473537604458,240,0.13370473537604458,1.7,179000,184000,98000,10,0.0015552099533437014,0.0023328149300155523,15,0.013996889580093312,90,0.008553654743390357,55,0.0038880248833592537,25,0,0,0.16485225505443235,1060,0.01088646967340591,70,0.01166407465007776,0.10948905109489052,75,0.1547433903576983,995,0.6722376973073352,3620,0.10220994475138122,370,60,0.018633540372670808,3160,0.9813664596273292,2940,0.9130434782608695,1900,0.5837173579109063,185,0.05683563748079877,815,0.6059479553903345,125,0.09293680297397769,250,0.18587360594795538,115,0.08550185873605948,40,0.02973977695167286,0.040892193308550186,1170,0.18195956454121306,385,0.059875583203732506
ons2022_orleans_industrial_3084_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ons2022_orleans_village_chateauneuf_3085_00000_1_6_percent,11225,0.2044543429844098,2295,43.5,46,740,0.21480406386066764,665,0.05924276169265033,51450,56500,13.5,49120,56750,9.6,375,0.03342245989304813,75,0.036231884057971016,250,0.03646973012399708,50,0.02178649237472767,660,2.7,3800,0.9026128266033254,0.09738717339667459,0.03597122302158273,150,2.4,1250,1384,410,9.8,15,1520,1440,2.9,0.12696148359486448,445,0.12696148359486448,1.8,122900,136000,96400,280,0.024944320712694878,0.0022271714922048997,25,0.029411764705882353,330,0.012477718360071301,140,0.015597147950089126,175,0,0,0.17780748663101603,1995,0.015597147950089126,175,0.02093541202672606,0.15771812080536912,235,0.24242424242424243,2720,0.6221635883905013,5895,0.09499575911789652,560,315,0.05285234899328859,5645,0.9471476510067114,4415,0.7407718120805369,2195,0.4110486891385768,480,0.0898876404494382,2655,0.8455414012738853,245,0.07802547770700637,110,0.03503184713375796,25,0.007961783439490446,100,0.03184713375796178,0.054140127388535034,1215,0.10824053452115813,3120,0.2779510022271715
